Age,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,JobLevel_updated
42,Travel_Frequently,Sales,Doctorate,2,Male,3,4,Divorced,18430,No,3,2,24,4,2,9,3,5,4,L5
45,Travel_Rarely,Corporate Functions,Bachelors,3,Male,3,1,Married,13097,No,1,2,25,2,2,9,4,5,5,L6
40,Travel_Rarely,Corporate Functions,Diploma,2,Male,3,2,Married,19511,Yes,5,4,22,0,2,8,5,5,3,L4
51,Travel_Rarely,Corporate Functions,Diploma,1,Male,1,4,Married,15258,Yes,3,4,25,2,3,7,3,2,3,L4
52,Travel_Rarely,Corporate Functions,Doctorate,1,Male,2,3,Divorced,15445,No,3,3,30,2,3,9,3,1,3,L6
44,Travel_Rarely,Corporate Functions,Doctorate,1,Male,3,2,Married,18211,No,3,3,26,4,3,9,3,2,4,L6
43,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,1,Married,19123,No,3,3,25,3,2,9,3,4,5,L6
43,Travel_Rarely,Sales,Diploma,2,Male,2,2,Divorced,16723,Yes,3,3,22,0,3,6,4,4,2,L4
48,Travel_Rarely,Corporate Functions,Masters,1,Female,3,2,Married,7419,No,3,2,28,2,2,9,4,1,3,L6
44,Travel_Rarely,Delivery,Masters,2,Male,3,4,Married,19114,No,3,2,24,2,2,9,1,1,3,L5
35,Travel_Rarely,Marketing,Bachelors,2,Male,2,3,Married,10290,No,5,1,15,5,3,6,3,2,3,L2
45,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,3,Married,19437,No,3,1,26,3,3,9,5,4,4,L6
46,Travel_Rarely,Corporate Functions,Bachelors,4,Male,2,2,Divorced,19535,Yes,3,1,26,4,2,9,3,3,4,L6
48,Travel_Rarely,Delivery,Doctorate,1,Male,3,1,Single,19715,No,3,2,26,3,1,9,3,4,3,L5
39,Travel_Rarely,HR,Doctorate,2,Male,2,1,Married,12862,No,3,2,19,2,2,7,3,4,5,L3
48,Travel_Rarely,Corporate Functions,Diploma,1,Male,3,1,Married,17718,No,3,3,28,3,3,9,2,4,2,L6
43,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,1,Married,19090,No,3,3,25,3,2,9,3,4,5,L6
42,Travel_Rarely,Product,Diploma,2,Male,2,1,Married,12737,No,3,2,22,1,2,8,3,4,4,L3
48,Travel_Rarely,Corporate Functions,Diploma,1,Female,2,3,Married,19482,No,3,3,28,2,3,9,4,2,5,L6
47,Travel_Rarely,Delivery,Bachelors,4,Male,3,2,Divorced,17308,No,3,2,25,3,2,9,4,1,3,L4
46,Travel_Rarely,Corporate Functions,Masters,3,Female,3,1,Divorced,17085,No,3,1,28,2,3,9,5,5,4,L6
44,Travel_Rarely,Marketing,Masters,2,Male,3,1,Married,17480,No,3,4,25,3,3,9,3,5,3,L4
46,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,3,Married,16787,No,3,3,25,3,2,9,5,1,1,L6
45,Travel_Rarely,Corporate Functions,Bachelors,1,Male,2,1,Married,10392,No,3,3,24,2,3,9,4,5,4,L6
47,Travel_Frequently,Corporate Functions,Bachelors,3,Male,3,4,Divorced,16818,No,3,3,25,3,2,9,5,2,1,L6
31,Travel_Rarely,HR,Bachelors,2,Female,3,1,Single,2540,Yes,3,3,13,1,3,5,4,4,4,L1
43,Travel_Rarely,Corporate Functions,Bachelors,2,Male,3,4,Divorced,18739,No,3,2,24,3,2,9,2,3,3,L6
45,Travel_Rarely,Corporate Functions,Diploma,3,Male,2,3,Married,19502,No,3,2,26,3,3,9,6,4,5,L6
45,Travel_Rarely,Corporate Functions,Doctorate,1,Male,2,1,Married,10426,No,3,3,24,2,3,9,5,5,3,L6
37,Travel_Rarely,Product,Masters,1,Male,2,3,Divorced,11366,Yes,4,3,17,1,1,5,1,4,3,L3
44,Travel_Rarely,Corporate Functions,Doctorate,3,Male,4,1,Divorced,19190,No,3,4,26,4,2,9,4,5,5,L6
42,Travel_Rarely,Corporate Functions,Bachelors,2,Male,3,1,Married,17371,No,3,4,24,3,3,9,3,5,3,L6
47,Travel_Rarely,Corporate Functions,Bachelors,1,Male,3,1,Divorced,19729,No,3,2,25,3,1,9,3,4,3,L6
44,Travel_Rarely,Corporate Functions,Diploma,3,Female,3,1,Single,13789,Yes,3,2,23,2,3,9,4,1,4,L6
53,Travel_Rarely,Marketing,Masters,1,Male,3,1,Single,19514,No,3,3,28,3,2,9,4,3,4,L5
47,Travel_Rarely,Corporate Functions,Masters,1,Male,3,2,Married,18228,No,3,2,28,2,3,9,2,3,2,L6
43,Travel_Rarely,Product,Doctorate,1,Male,2,2,Divorced,14336,No,3,3,25,3,3,9,4,2,4,L4
53,Travel_Rarely,Corporate Functions,Doctorate,1,Male,2,3,Single,19009,No,3,4,32,2,3,9,2,4,4,L6
47,Travel_Rarely,Corporate Functions,Bachelors,4,Male,3,2,Married,17361,No,3,2,25,3,2,9,3,1,4,L6
45,Travel_Rarely,Corporate Functions,Doctorate,1,Female,1,2,Single,18824,Yes,1,1,26,2,3,9,4,1,4,L6
50,Travel_Rarely,Corporate Functions,Masters,3,Male,2,3,Married,19908,No,3,1,32,4,3,9,5,3,3,L6
44,Travel_Rarely,Marketing,Bachelors,1,Male,1,1,Single,13786,Yes,5,2,24,1,3,8,3,1,3,L3
54,Travel_Rarely,Corporate Functions,Doctorate,2,Female,3,2,Single,18737,No,3,4,35,2,2,9,5,1,5,L6
42,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,4,Married,18446,No,3,2,24,3,2,9,3,5,3,L6
42,Travel_Rarely,Corporate Functions,Diploma,1,Male,2,2,Married,14093,No,3,3,23,3,3,9,4,1,4,L6
41,Travel_Rarely,Corporate Functions,Masters,1,Male,3,2,Married,19002,No,3,3,23,2,3,9,3,1,3,L6
50,Travel_Rarely,Corporate Functions,Masters,3,Female,2,2,Married,14002,No,3,2,29,2,3,9,2,1,3,L6
45,Travel_Rarely,Corporate Functions,Doctorate,3,Male,4,4,Married,19202,No,3,3,25,2,3,9,1,1,3,L6
44,Travel_Rarely,Corporate Functions,Bachelors,2,Male,3,4,Married,18960,No,3,2,24,2,2,9,1,2,3,L6
47,Travel_Rarely,Delivery,Masters,2,Male,2,3,Divorced,18924,No,3,3,27,2,2,9,1,3,3,L5
45,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,3,Divorced,19220,No,3,2,24,2,3,9,1,1,3,L6
45,Non-Travel,Corporate Functions,Masters,3,Male,2,3,Married,10748,No,4,4,25,3,2,9,6,5,2,L6
50,Travel_Rarely,Marketing,Diploma,2,Male,2,4,Divorced,10138,No,3,1,31,2,3,8,3,1,3,L3
46,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,3,Divorced,19071,No,3,3,26,2,2,9,1,2,3,L6
42,Travel_Rarely,Corporate Functions,Bachelors,3,Female,3,1,Divorced,19346,No,3,2,24,3,2,9,3,4,4,L6
43,Travel_Rarely,Corporate Functions,Doctorate,2,Male,2,3,Divorced,18484,No,3,2,24,3,2,9,3,5,3,L6
35,Travel_Rarely,Corporate Functions,Diploma,3,Female,3,1,Single,2723,No,5,2,17,1,3,6,5,5,5,L1
33,Travel_Frequently,Product,Doctorate,3,Female,3,1,Single,2733,Yes,3,2,14,1,2,5,4,5,4,L1
46,Travel_Rarely,Product,Diploma,2,Female,3,1,Divorced,10453,No,4,3,24,2,3,9,5,6,3,L3
44,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,1,Divorced,19222,No,3,3,25,4,2,9,3,5,5,L6
42,Travel_Rarely,Corporate Functions,Bachelors,1,Male,3,2,Divorced,19030,No,3,2,24,2,2,9,3,3,5,L6
45,Travel_Rarely,Corporate Functions,Masters,3,Male,3,1,Married,17574,No,3,1,24,4,1,9,1,1,4,L6
43,Travel_Frequently,Corporate Functions,Bachelors,3,Male,3,4,Married,16959,Yes,3,4,25,3,4,9,5,2,5,L6
51,Travel_Rarely,Corporate Functions,Bachelors,1,Male,2,3,Divorced,15498,No,3,3,29,2,3,9,3,1,3,L6
47,Travel_Rarely,Corporate Functions,Masters,4,Male,3,3,Married,17283,No,3,2,24,3,2,9,5,1,3,L6
44,Travel_Rarely,Product,Bachelors,2,Male,3,4,Divorced,19127,No,3,2,24,2,2,9,1,1,3,L5
38,Travel_Rarely,Sales,Masters,3,Male,2,4,Married,9762,Yes,5,1,14,5,3,5,3,2,3,L3
34,Travel_Rarely,Delivery,Diploma,3,Female,3,1,Single,2724,Yes,3,3,15,1,3,5,4,4,4,L1
42,Travel_Rarely,Corporate Functions,Bachelors,4,Male,2,2,Divorced,19169,No,3,2,24,2,3,9,3,1,4,L6
55,Travel_Rarely,Corporate Functions,Masters,3,Male,4,2,Single,18722,No,3,4,36,3,3,9,6,1,6,L6
46,Travel_Rarely,HR,Bachelors,2,Male,3,1,Married,12359,No,4,2,19,2,2,5,3,3,3,L3
36,Travel_Rarely,Product,Masters,3,Male,2,4,Married,10186,No,4,1,15,5,3,6,3,2,3,L3
43,Travel_Rarely,Corporate Functions,Diploma,1,Female,2,2,Married,14371,No,3,2,24,3,3,9,4,1,3,L6
46,Travel_Rarely,Corporate Functions,Masters,3,Male,3,1,Married,17478,No,3,2,27,4,1,9,1,1,4,L6
44,Travel_Rarely,Corporate Functions,Diploma,3,Male,2,3,Married,19361,No,3,1,25,3,3,9,4,4,4,L6
43,Travel_Rarely,Product,Diploma,2,Male,3,1,Married,13456,No,2,2,21,2,2,7,3,4,5,L3
53,Travel_Rarely,Corporate Functions,Bachelors,1,Male,2,3,Single,15452,No,3,2,30,3,3,9,3,1,3,L6
34,Travel_Frequently,Corporate Functions,Doctorate,3,Female,3,1,Single,2737,Yes,4,2,16,1,2,6,4,5,5,L1
52,Travel_Rarely,Corporate Functions,Doctorate,2,Female,2,3,Divorced,19384,No,3,3,31,2,2,9,2,1,4,L6
44,Travel_Rarely,Corporate Functions,Bachelors,3,Male,2,4,Married,10319,Yes,1,2,25,4,2,9,3,3,3,L6
53,Travel_Rarely,Corporate Functions,Masters,1,Female,2,4,Married,15427,No,3,3,31,3,3,9,3,2,3,L6
54,Travel_Rarely,Delivery,Bachelors,1,Male,3,2,Single,14054,Yes,3,2,24,2,2,7,3,1,3,L4
41,Travel_Rarely,Product,Masters,2,Male,2,4,Divorced,19141,No,3,2,23,2,2,8,3,5,3,L5
51,Travel_Rarely,Sales,Masters,1,Male,3,3,Single,2463,Yes,5,3,17,2,3,4,1,1,3,L1
41,Travel_Rarely,Sales,Bachelors,2,Male,1,3,Married,19758,No,3,2,21,3,3,8,5,2,4,L5
40,Travel_Rarely,Corporate Functions,Diploma,3,Female,2,3,Single,16456,No,3,3,21,2,3,8,3,3,3,L4
49,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,2,Married,19514,No,3,4,30,3,3,8,4,4,4,L5
43,Travel_Rarely,Corporate Functions,Masters,2,Male,3,3,Married,19203,No,3,2,21,3,3,8,4,4,4,L5
40,Travel_Rarely,Product,Doctorate,1,Female,1,2,Married,13696,No,3,1,22,3,3,8,5,1,4,L3
29,Travel_Rarely,HR,Doctorate,4,Female,2,1,Married,7336,No,3,1,11,3,1,4,3,2,4,L3
37,Travel_Rarely,Corporate Functions,Diploma,1,Male,2,3,Divorced,11232,No,4,3,18,2,1,6,2,4,3,L3
49,Travel_Rarely,Product,Doctorate,3,Male,2,1,Single,14577,Yes,3,1,28,2,2,8,3,1,3,L4
42,Travel_Rarely,Sales,Masters,2,Male,2,3,Married,18827,No,3,2,24,3,2,8,3,3,3,L5
42,Travel_Rarely,Delivery,Doctorate,2,Male,3,3,Married,19264,No,3,3,22,3,3,8,6,4,6,L5
47,Travel_Rarely,Marketing,Masters,1,Male,3,3,Married,19394,No,3,2,22,4,3,8,6,5,5,L5
43,Travel_Rarely,HR,Doctorate,1,Female,2,2,Married,14416,No,3,2,24,3,3,8,4,1,3,L4
45,Travel_Rarely,Sales,Bachelors,3,Male,3,2,Married,18279,No,3,4,26,2,3,8,6,1,5,L5
50,Travel_Rarely,Marketing,Doctorate,2,Male,2,1,Married,10394,No,3,3,23,2,3,8,5,5,3,L3
48,Travel_Rarely,Marketing,Doctorate,4,Male,2,2,Married,19665,No,3,4,29,3,3,8,4,5,4,L5
46,Travel_Rarely,Marketing,Diploma,2,Male,3,3,Married,19339,No,3,2,22,3,3,8,5,5,5,L5
39,Travel_Rarely,Product,Diploma,4,Female,2,3,Single,4553,No,3,1,20,4,3,8,3,4,4,L2
47,Travel_Frequently,HR,Masters,4,Female,3,3,Divorced,13770,Yes,3,4,28,2,2,8,1,4,5,L4
51,Travel_Rarely,Sales,Masters,2,Male,2,1,Married,10376,No,3,3,23,3,3,8,5,5,3,L3
42,Travel_Rarely,Marketing,Doctorate,2,Female,3,3,Married,19251,No,3,3,22,3,2,8,3,2,4,L5
48,Travel_Rarely,HR,Doctorate,2,Female,3,1,Divorced,16755,No,4,1,27,2,3,8,5,4,4,L4
36,Travel_Rarely,Delivery,Masters,1,Male,2,3,Married,14787,Yes,3,4,18,2,3,4,3,3,3,L3
45,Travel_Rarely,Sales,Doctorate,3,Male,3,1,Single,19363,No,3,3,24,4,2,8,3,4,4,L5
44,Travel_Rarely,Marketing,Bachelors,4,Male,3,1,Married,16328,No,3,3,24,1,4,8,3,5,6,L4
41,Travel_Rarely,Product,Diploma,4,Male,2,3,Married,19189,No,3,2,22,3,3,8,3,1,4,L5
40,Travel_Rarely,Sales,Doctorate,3,Male,2,3,Single,19626,No,3,1,21,2,4,8,3,2,4,L5
42,Travel_Rarely,Product,Masters,2,Male,2,2,Married,18596,No,3,2,24,3,2,8,3,3,3,L5
50,Travel_Rarely,Delivery,Doctorate,1,Male,2,2,Divorced,18890,No,3,2,28,2,2,8,2,3,3,L5
41,Travel_Rarely,Delivery,Masters,2,Male,3,2,Married,18735,No,3,3,23,3,3,8,3,1,3,L5
50,Travel_Rarely,HR,Masters,4,Male,4,3,Married,3221,Yes,3,3,20,3,3,8,3,2,3,L1
38,Travel_Rarely,Sales,Diploma,2,Male,2,2,Married,13494,No,3,3,20,2,2,8,2,4,4,L3
50,Travel_Rarely,Sales,Bachelors,2,Male,2,2,Married,17211,No,3,2,28,2,3,8,3,5,2,L4
48,Travel_Rarely,Corporate Functions,Bachelors,3,Female,2,2,Married,10636,No,3,4,24,3,2,8,5,5,2,L3
34,Travel_Rarely,Marketing,Bachelors,3,Male,1,4,Single,10432,No,5,3,14,2,2,5,3,3,3,L3
40,Travel_Rarely,Sales,Doctorate,2,Female,3,3,Married,10443,No,3,4,22,3,3,8,5,5,2,L3
39,Travel_Rarely,HR,Doctorate,2,Female,2,3,Married,19269,No,3,1,21,2,2,8,3,5,1,L5
44,Travel_Rarely,Marketing,Bachelors,2,Female,2,2,Single,10720,No,3,3,24,2,2,8,5,5,2,L2
40,Travel_Rarely,Sales,Diploma,2,Male,3,2,Single,19833,No,3,2,21,3,2,8,3,5,3,L5
34,Travel_Rarely,Delivery,Diploma,1,Male,2,2,Single,4681,No,4,2,13,2,3,4,2,3,3,L2
34,Travel_Rarely,Product,Masters,1,Female,2,2,Single,4599,Yes,3,3,16,2,4,6,4,4,4,L2
43,Travel_Rarely,Marketing,Bachelors,3,Female,1,2,Single,10669,No,4,3,23,2,2,8,5,5,2,L3
39,Travel_Rarely,Marketing,Bachelors,2,Male,2,3,Married,13045,No,3,3,21,3,3,8,3,3,3,L4
41,Travel_Rarely,Marketing,Doctorate,3,Female,2,4,Divorced,13058,No,3,2,21,2,3,8,3,3,3,L4
39,Travel_Rarely,Marketing,Doctorate,3,Female,2,3,Single,16482,No,3,4,21,2,3,8,3,3,3,L4
43,Travel_Rarely,HR,Bachelors,4,Female,3,1,Married,17588,No,3,3,23,2,2,8,3,5,3,L4
42,Travel_Rarely,Product,Doctorate,3,Male,2,3,Married,19224,No,3,1,23,2,3,8,4,4,4,L5
45,Travel_Rarely,Marketing,Doctorate,3,Female,3,1,Divorced,17371,No,3,2,25,4,1,8,1,1,4,L4
49,Travel_Rarely,HR,Doctorate,1,Male,2,1,Single,13990,Yes,5,1,19,2,2,4,2,1,2,L3
39,Travel_Rarely,Marketing,Masters,3,Male,2,4,Divorced,12821,No,3,2,21,2,3,8,3,4,3,L4
52,Travel_Rarely,Marketing,Diploma,3,Male,2,1,Married,19613,No,3,1,31,4,2,8,3,3,3,L5
43,Travel_Rarely,HR,Diploma,2,Male,1,2,Married,19945,No,4,1,23,3,2,8,5,3,4,L5
40,Travel_Rarely,Delivery,Masters,3,Male,2,3,Married,19084,No,3,1,21,2,3,8,3,4,4,L5
39,Travel_Rarely,Sales,Diploma,3,Female,3,3,Married,10551,No,3,3,21,2,4,8,5,4,2,L3
52,Travel_Rarely,Product,Diploma,2,Female,3,3,Married,16736,No,3,3,29,2,2,8,3,3,5,L4
49,Travel_Rarely,Corporate Functions,Masters,1,Male,3,3,Married,19497,No,3,3,22,4,3,8,6,5,6,L5
40,Travel_Rarely,Sales,Bachelors,2,Female,3,3,Married,10440,No,3,4,22,3,3,8,5,5,2,L3
41,Travel_Rarely,Corporate Functions,Diploma,3,Female,3,1,Married,16124,No,3,2,21,2,3,8,4,1,2,L4
36,Travel_Rarely,Corporate Functions,Bachelors,2,Male,2,3,Married,10326,No,4,1,15,5,2,6,3,1,3,L3
44,Travel_Rarely,Product,Bachelors,1,Male,2,3,Married,10272,No,3,3,24,3,3,8,3,3,6,L3
53,Travel_Rarely,Sales,Doctorate,3,Male,3,3,Married,17343,No,3,4,29,3,2,8,3,5,3,L4
42,Travel_Rarely,Marketing,Diploma,2,Male,1,2,Married,19948,No,4,1,22,3,2,8,5,3,4,L5
51,Travel_Rarely,Delivery,Diploma,1,Male,3,3,Single,19537,No,3,3,23,5,3,8,7,6,6,L5
46,Travel_Rarely,Corporate Functions,Diploma,3,Male,3,1,Married,17623,No,3,2,26,4,1,8,1,1,4,L4
40,Travel_Rarely,HR,Doctorate,1,Female,3,2,Married,19702,No,3,2,21,2,2,8,4,3,3,L5
43,Travel_Rarely,Corporate Functions,Masters,3,Male,2,2,Single,16783,No,3,3,21,2,3,8,3,4,2,L4
42,Travel_Rarely,Delivery,Bachelors,3,Male,2,4,Divorced,13170,No,3,2,21,2,3,8,3,3,4,L4
41,Travel_Rarely,Product,Diploma,2,Male,1,3,Married,19846,No,3,2,21,3,3,8,5,2,4,L5
41,Travel_Rarely,Marketing,Doctorate,3,Female,3,1,Single,16680,No,3,3,21,4,3,8,3,1,3,L4
40,Travel_Frequently,Sales,Doctorate,3,Male,2,2,Married,13503,No,4,4,22,3,2,8,2,4,4,L4
41,Travel_Rarely,Corporate Functions,Doctorate,3,Female,3,2,Married,16013,No,3,2,21,2,3,8,4,1,2,L4
40,Travel_Rarely,Delivery,Doctorate,2,Male,3,2,Single,19829,No,3,2,21,2,2,8,3,4,3,L5
41,Non-Travel,Marketing,Diploma,2,Female,1,3,Divorced,19973,No,4,2,21,3,3,8,6,2,4,L5
39,Travel_Rarely,Marketing,Masters,3,Male,2,2,Married,12451,No,5,1,19,3,2,7,3,4,4,L3
43,Travel_Rarely,Delivery,Bachelors,2,Male,2,3,Married,19194,No,3,3,21,3,3,8,3,2,3,L5
42,Travel_Rarely,Product,Diploma,3,Male,1,3,Married,12231,No,2,3,21,2,1,8,2,5,4,L3
39,Travel_Rarely,Corporate Functions,Doctorate,3,Female,2,3,Single,16464,No,3,4,21,2,3,8,3,3,3,L4
39,Travel_Frequently,Sales,Diploma,4,Female,3,1,Single,10880,Yes,3,3,21,2,3,8,3,1,3,L3
44,Travel_Rarely,Corporate Functions,Doctorate,2,Male,2,3,Divorced,9794,No,5,3,10,2,2,4,3,2,3,L3
42,Travel_Rarely,Sales,Diploma,1,Male,3,3,Married,18880,No,3,1,24,2,2,8,3,2,5,L5
49,Travel_Rarely,Sales,Diploma,2,Male,2,3,Divorced,18621,No,3,3,26,2,2,8,1,4,3,L5
40,Travel_Rarely,Corporate Functions,Bachelors,1,Male,3,2,Single,19812,No,3,2,21,2,2,8,3,4,3,L5
51,Travel_Rarely,Delivery,Masters,1,Male,2,1,Single,11044,Yes,4,4,19,1,2,4,3,3,4,L3
32,Travel_Frequently,HR,Bachelors,3,Male,3,2,Married,6295,No,3,3,10,2,2,4,1,3,3,L2
41,Travel_Rarely,Delivery,Masters,1,Female,2,2,Married,13570,No,4,3,21,3,3,8,3,1,4,L4
42,Travel_Rarely,Corporate Functions,Diploma,3,Male,2,3,Divorced,10165,No,3,3,24,3,1,8,3,5,4,L3
40,Travel_Frequently,Marketing,Masters,2,Male,2,2,Married,13501,No,3,3,21,3,2,8,2,3,4,L3
44,Travel_Rarely,Corporate Functions,Masters,1,Male,2,4,Divorced,8067,No,3,3,10,2,3,4,3,1,2,L3
38,Travel_Frequently,Delivery,Masters,4,Female,2,2,Divorced,2133,Yes,3,3,20,3,3,8,4,1,3,L2
41,Travel_Rarely,Product,Masters,2,Male,1,3,Married,12087,No,3,2,22,3,2,8,6,3,3,L3
45,Travel_Rarely,Sales,Masters,3,Female,3,2,Married,17184,No,3,4,24,3,2,8,3,4,3,L4
44,Travel_Rarely,Delivery,Masters,1,Female,2,4,Married,10248,No,3,4,24,4,3,8,3,2,6,L3
42,Travel_Rarely,HR,Diploma,3,Male,3,1,Married,17629,No,3,4,23,3,3,8,3,4,3,L4
34,Travel_Rarely,Marketing,Diploma,3,Male,2,2,Married,4786,No,3,1,11,2,3,4,2,1,1,L2
40,Travel_Frequently,Marketing,Doctorate,3,Male,2,2,Divorced,13532,No,3,3,22,3,2,8,1,4,4,L4
44,Travel_Rarely,Marketing,Diploma,2,Female,3,4,Divorced,19049,Yes,3,4,23,4,2,8,3,1,4,L5
46,Travel_Rarely,Marketing,Doctorate,2,Male,1,1,Divorced,10355,Yes,3,2,27,3,3,8,4,5,4,L3
39,Non-Travel,Corporate Functions,Masters,3,Male,2,3,Divorced,19266,No,3,1,21,2,3,8,3,5,2,L5
45,Travel_Frequently,Sales,Diploma,3,Male,2,3,Divorced,16870,No,3,2,24,2,2,8,4,2,1,L4
46,Travel_Frequently,HR,Doctorate,3,Female,3,3,Divorced,13767,Yes,3,3,27,2,2,8,1,4,5,L3
41,Travel_Rarely,Corporate Functions,Bachelors,4,Male,3,1,Married,17158,No,3,2,21,4,1,8,1,1,4,L4
45,Travel_Frequently,HR,Masters,3,Female,3,2,Married,18302,No,3,4,26,2,3,8,6,1,5,L5
32,Travel_Frequently,Sales,Diploma,1,Female,2,1,Single,3474,Yes,2,1,9,2,2,4,3,3,3,L1
32,Travel_Rarely,Corporate Functions,Doctorate,3,Male,2,3,Single,2547,Yes,3,3,9,2,2,4,3,2,3,L1
48,Travel_Rarely,Marketing,Masters,3,Female,2,1,Married,16707,No,3,2,27,2,4,8,4,2,3,L4
36,Travel_Rarely,Delivery,Diploma,3,Male,2,4,Married,10325,Yes,5,1,16,6,3,6,3,2,3,L3
32,Travel_Rarely,HR,Masters,2,Male,2,1,Married,9469,Yes,3,3,9,3,3,4,3,3,3,L2
42,Travel_Rarely,Corporate Functions,Masters,3,Female,3,2,Married,18172,No,3,4,23,2,3,8,6,1,5,L5
51,Travel_Rarely,Marketing,Masters,1,Female,2,2,Married,16983,No,3,2,30,2,3,8,4,5,3,L4
45,Travel_Rarely,Delivery,Bachelors,3,Male,3,3,Divorced,19270,No,3,2,24,2,3,8,1,1,3,L5
53,Travel_Rarely,Delivery,Bachelors,1,Male,2,3,Single,15461,No,3,2,30,3,3,8,3,1,3,L4
39,Travel_Rarely,Marketing,Masters,4,Female,2,4,Married,12742,No,3,3,21,3,3,8,3,4,3,L4
47,Travel_Rarely,Corporate Functions,Diploma,4,Male,3,3,Divorced,17266,No,3,2,24,3,2,8,5,2,3,L4
29,Travel_Frequently,Marketing,Diploma,2,Male,3,4,Single,7632,Yes,3,3,9,2,2,4,2,1,3,L3
29,Travel_Rarely,HR,Doctorate,2,Male,2,3,Divorced,5235,No,5,2,11,0,3,4,3,3,3,L2
42,Travel_Rarely,Sales,Doctorate,4,Male,3,1,Married,17665,No,3,4,23,3,3,8,3,5,3,L4
42,Travel_Rarely,Corporate Functions,Bachelors,3,Male,2,4,Divorced,13128,No,3,2,21,2,3,8,3,3,4,L4
45,Travel_Rarely,Delivery,Bachelors,3,Male,3,3,Married,13601,Yes,3,3,26,1,2,8,1,4,5,L3
46,Travel_Rarely,Sales,Masters,3,Female,3,3,Divorced,13758,Yes,3,3,27,2,2,8,1,4,5,L3
59,Travel_Rarely,HR,Diploma,1,Female,3,1,Single,7637,No,3,4,28,3,2,8,6,3,4,L3
45,Travel_Rarely,Product,Doctorate,3,Male,2,2,Divorced,10256,No,3,3,26,3,2,8,4,5,4,L3
46,Travel_Rarely,Sales,Bachelors,2,Female,2,1,Married,10506,No,3,3,23,2,2,8,5,5,3,L3
41,Travel_Rarely,Corporate Functions,Bachelors,2,Male,3,3,Married,19236,No,3,3,21,2,3,8,6,4,5,L5
41,Travel_Rarely,Product,Masters,1,Male,2,3,Married,19156,No,3,2,23,2,2,8,2,4,2,L5
55,Travel_Rarely,HR,Diploma,4,Male,3,1,Married,19447,Yes,3,3,32,2,3,8,3,2,3,L5
40,Travel_Rarely,HR,Doctorate,3,Male,3,4,Single,16437,Yes,4,4,21,2,3,8,3,3,3,L4
45,Travel_Rarely,Product,Bachelors,3,Male,2,2,Divorced,10327,No,3,2,26,3,3,8,4,5,4,L3
48,Travel_Frequently,Corporate Functions,Bachelors,4,Female,3,4,Divorced,17174,No,3,2,24,3,3,8,6,2,3,L4
52,Travel_Rarely,Marketing,Masters,2,Male,2,3,Married,11147,Yes,3,3,28,2,3,8,2,3,4,L3
42,Travel_Frequently,Corporate Functions,Masters,4,Male,3,4,Married,10124,Yes,3,3,24,3,1,8,3,5,4,L3
40,Travel_Rarely,Marketing,Diploma,1,Male,2,3,Married,10435,No,5,2,20,1,2,4,2,3,2,L3
45,Travel_Rarely,Sales,Bachelors,3,Male,3,3,Divorced,19344,No,3,2,24,2,3,8,1,1,3,L5
47,Travel_Rarely,Sales,Doctorate,4,Male,3,3,Divorced,13724,Yes,3,3,27,2,2,8,1,4,5,L4
43,Travel_Rarely,Delivery,Masters,1,Male,3,3,Married,19059,No,3,3,22,3,2,8,3,1,4,L5
50,Travel_Rarely,HR,Bachelors,3,Female,2,4,Divorced,19604,No,3,3,30,1,3,8,2,1,3,L5
32,Travel_Rarely,Product,Masters,2,Male,2,3,Single,5391,No,1,2,9,3,3,4,2,1,2,L2
37,Travel_Rarely,Product,Doctorate,3,Male,2,4,Married,10087,Yes,4,1,15,5,3,6,3,2,3,L3
40,Travel_Rarely,Marketing,Masters,2,Female,3,2,Divorced,19823,No,3,2,21,2,2,8,3,4,3,L5
40,Travel_Rarely,HR,Bachelors,3,Male,3,3,Single,16553,No,3,3,21,2,3,8,3,2,3,L4
40,Travel_Rarely,Corporate Functions,Diploma,2,Male,2,3,Divorced,19493,No,3,1,21,2,3,8,3,2,4,L5
50,Travel_Rarely,Product,Bachelors,2,Female,2,3,Married,16913,No,3,2,28,2,2,8,3,4,3,L4
41,Travel_Rarely,Corporate Functions,Diploma,2,Male,1,3,Divorced,19615,Yes,3,2,21,3,3,8,4,2,4,L5
41,Travel_Rarely,Corporate Functions,Doctorate,2,Male,3,3,Divorced,19262,No,3,3,21,2,3,8,6,4,5,L5
40,Travel_Rarely,Marketing,Bachelors,2,Male,2,3,Divorced,19499,No,3,1,21,2,3,8,3,2,4,L5
